ticker,date2,date,shortTermInvestments,grossProfit,totalOtherIncomeExpenseNet,totalCurrentAssets,effectOfAccountingCharges,otherCashflowsFromInvestingActivities,incomeBeforeTax,totalStockholderEquity,incomeTaxExpense,totalRevenue,changeToNetincome,shortLongTermDebt,totalCashflowsFromInvestingActivities,treasuryStock,retainedEarnings,cash,depreciation,totalOperatingExpenses,netTangibleAssets,goodWill,propertyPlantEquipment,otherCashflowsFromFinancingActivities,operatingIncome,dividendsPaid,netIncome,changeInCash,changeToAccountReceivables,repurchaseOfStock,issuanceOfStock,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,investments,otherOperatingExpenses,netBorrowings,extraordinaryItems,nonRecurring,netReceivables,sellingGeneralAdministrative,minorityInterest,longTermDebt,costOfRevenue,discontinuedOperations,otherStockholderEquity,researchDevelopment,totalCashFromOperatingActivities,otherCurrentLiab,changeToInventory,deferredLongTermLiab,otherAssets,otherItems,changeToOperatingActivities,intangibleAssets,otherCurrentAssets,capitalSurplus,ebit,interestExpense,inventory,effectOfExchangeRate,changeToLiabilities,totalCashFromFinancingActivities,otherLiab,longTermInvestments,totalLiab,commonStock,accountsPayable,totalAssets,totalCurrentLiabilities,deferredLongTermAssetCharges,capitalExpenditures,name,currency,sector,subsector,TotalDebt,WorkingCapital,AccountsReceivable,FreeCashFlow,FinancingCashFlow,OperatingCashFlow,SaleOfPPE,ebitda,EnterpriseValue
PSX,2018,12/31/18,,13562000000,2259000000,13209000000,,111000000,7445000000,24653000000,1572000000,1.11492E+11,895000000,67000000,-2471000000,-15715000000,20489000000,3019000000,1356000000,1.06306E+11,20514000000,3270000000,22018000000,-165000000,5186000000,-1436000000,5595000000,-100000000,1320000000,-4645000000,39000000,5589000000,5873000000,45000000,463000000,1040000000,,,6173000000,6557000000,2500000000,10909000000,97930000000,,-692000000,,7573000000,1223000000,-202000000,,612000000,,-113000000,869000000,98000000,19873000000,5186000000,-504000000,3543000000,-35000000,-1546000000,-5167000000,7121000000,14324000000,27149000000,6000000,6586000000,54302000000,8935000000,,-2639000000,Phillips 66,USD,Energy,Oil & Gas Refining & Marketing,11160000000,4274000000,6173000000,4934000000,-5167000000,7573000000,,6542000000,32794000000
PSX,2019,12/31/19,,11764000000,909000000,14395000000,,28000000,4178000000,24910000000,801000000,1.07293E+11,1221000000,529000000,-3688000000,-17461000000,22064000000,1614000000,1341000000,1.04024E+11,20771000000,3270000000,25098000000,201000000,3269000000,-1570000000,3076000000,-1405000000,-2308000000,-1650000000,32000000,3070000000,3377000000,71000000,399000000,476000000,,,8510000000,6755000000,2259000000,10957000000,95529000000,,-788000000,,4808000000,1075000000,-204000000,,674000000,,-14000000,869000000,23000000,20301000000,3269000000,-458000000,3776000000,-14000000,1941000000,-2511000000,7883000000,14414000000,31551000000,6000000,8575000000,58720000000,11646000000,,-3873000000,Phillips 66,USD,Energy,Oil & Gas Refining & Marketing,11763000000,2749000000,8510000000,935000000,-2511000000,4808000000,,4610000000,35059000000
PSX,2020,12/31/20,,6422000000,-3408000000,13276000000,,-402000000,-4964000000,18984000000,-1250000000,64129000000,5017000000,971000000,-3079000000,-17905000000,16500000000,2514000000,1395000000,65685000000,16716000000,1425000000,24927000000,-326000000,-1556000000,-1575000000,-3975000000,900000000,2023000000,-443000000,8000000,-3983000000,-3714000000,192000000,476000000,4127000000,,,6522000000,6107000000,2539000000,14658000000,57707000000,,-789000000,,2111000000,1440000000,-71000000,,1068000000,,92000000,843000000,13000000,20383000000,-1556000000,-499000000,3893000000,77000000,-2887000000,1791000000,7921000000,13182000000,33198000000,6000000,5549000000,54721000000,9518000000,,-2920000000,Phillips 66,USD,Energy,Oil & Gas Refining & Marketing,15893000000,3758000000,6522000000,-809000000,1791000000,2111000000,,-161000000,32363000000
PSX,2021,12/31/21,,9374000000,1107000000,14697000000,,-306000000,1740000000,19166000000,146000000,1.11476E+11,1046000000,1456000000,-1872000000,-17561000000,16216000000,3147000000,1535000000,1.10843E+11,16869000000,1484000000,23485000000,-400000000,633000000,-1585000000,1317000000,633000000,-922000000,,26000000,1306000000,1594000000,267000000,400000000,-1511000000,,,7470000000,6891000000,2471000000,12702000000,1.02102E+11,,-445000000,,6017000000,1406000000,511000000,,1603000000,,-339000000,813000000,99000000,20504000000,633000000,-581000000,3394000000,-42000000,2925000000,-3470000000,7472000000,13512000000,33957000000,7000000,8461000000,55594000000,12801000000,,-1860000000,Phillips 66,USD,Energy,Oil & Gas Refining & Marketing,14448000000,1896000000,7470000000,4157000000,-3470000000,6017000000,,2168000000,30467000000
PXD,2018,12/31/18,615000000,4315000000,-505000000,2580000000,,-263000000,1251000000,12111000000,276000000,9384000000,574000000,,-2610000000,-423000000,3470000000,825000000,1548000000,7628000000,11847000000,264000000,14839000000,-27000000,1756000000,-55000000,978000000,-71000000,-52000000,-179000000,8000000,973000000,975000000,704000000,530000000,-450000000,,,821000000,381000000,,2284000000,5069000000,,,,3242000000,141000000,-70000000,,95000000,,-57000000,,77000000,9062000000,1756000000,-126000000,242000000,,321000000,-703000000,1690000000,125000000,5792000000,2000000,1610000000,17903000000,1818000000,,-3520000000,Pioneer Natural Resources Company,USD,Energy,Oil & Gas E&P,2284000000,762000000,814000000,-278000000,-703000000,3242000000,,3304000000,13570000000
PXD,2019,12/31/19,187000000,4031000000,-844000000,2191000000,,-232000000,1008000000,12136000000,235000000,9676000000,995000000,450000000,-2447000000,-1069000000,4042000000,631000000,1721000000,7824000000,11875000000,261000000,16357000000,-14000000,1852000000,-127000000,773000000,-120000000,-227000000,-653000000,6000000,770000000,773000000,624000000,86000000,1216000000,,,1042000000,324000000,,1839000000,5645000000,,,,3115000000,436000000,-20000000,,279000000,,-119000000,,126000000,9161000000,1852000000,-121000000,205000000,,-7000000,-788000000,1891000000,,6952000000,2000000,1394000000,19088000000,2496000000,,-2988000000,Pioneer Natural Resources Company,USD,Energy,Oil & Gas E&P,2595000000,-305000000,1035000000,127000000,-788000000,3115000000,,3573000000,14100000000
PXD,2020,12/31/20,123000000,2469000000,-401000000,2595000000,,-126000000,-261000000,11569000000,-61000000,7026000000,711000000,140000000,-1668000000,-1234000000,3478000000,1442000000,1659000000,6886000000,11308000000,261000000,16220000000,-322000000,140000000,-346000000,-200000000,796000000,309000000,-176000000,9000000,-200000000,-200000000,,399000000,1216000000,,,695000000,244000000,,3160000000,4557000000,,,,2083000000,587000000,-20000000,,153000000,,-198000000,,111000000,9323000000,140000000,-129000000,224000000,,-179000000,381000000,1945000000,,7660000000,2000000,1020000000,19229000000,1906000000,,-1602000000,Pioneer Natural Resources Company,USD,Energy,Oil & Gas E&P,3510000000,689000000,695000000,481000000,381000000,2083000000,,1799000000,13637000000
PXD,2021,12/31/21,193000000,9392000000,-1466000000,6173000000,,-118000000,2746000000,22837000000,628000000,17870000000,1468000000,244000000,-869000000,-248000000,3960000000,3847000000,2510000000,13658000000,22594000000,243000000,30224000000,-196000000,4212000000,-494000000,2118000000,2383000000,-607000000,-269000000,13000000,2113000000,2118000000,,2339000000,-761000000,,,1685000000,292000000,,6688000000,8478000000,,,,6059000000,1079000000,-125000000,,171000000,,-405000000,,79000000,19123000000,4212000000,-161000000,369000000,,1059000000,-2807000000,2449000000,,13974000000,2000000,2549000000,36811000000,4073000000,,-3169000000,Pioneer Natural Resources Company,USD,Energy,Oil & Gas E&P,7296000000,2100000000,1685000000,2890000000,-2807000000,6059000000,,6722000000,26286000000
QRVO,2019,3/30/19,901000,1216529000,-169576000,1684841000,,-27017000,91792000,4359679000,-41333000,3090325000,110224000,80000,-247554000,-6624000,-321152000,711035000,663097000,2828957000,1777580000,2173889000,1366513000,-9714000,261368000,,133125000,-215020000,-32119000,-662909000,41289000,133125000,133125000,400000,28605000,-145330000,,,400112200,476074000,,919190000,1873796000,,-6624000,450482000,810364000,50325000,-39590000,,76785000,,-1334000,408210000,35233800,,261368000,-43963000,511793000,-1166000,15167000,-776664000,91796000,97786000,1448345000,4687455000,233307000,5808024000,435614000,30017000,-220937000,"Qorvo, Inc.",USD,Technology,Semiconductors,919270000,1249227000,378172000,589427000,-776664000,810364000,,924465000,4567914000
QRVO,2020,3/28/20,459000,1360389000,-131053000,1690502000,,2455000,395089000,4292665000,60764000,3239141000,89802000,6893000,-1105742000,2288000,,714939000,442870000,2712999000,869499000,2614274000,1324310000,-6717000,526142000,,334325000,4230000,21029000,-536922000,50198000,334325000,334325000,1950000,6264000,659000000,,,387588000,343569000,,1564979000,1878752000,,2288000,484414000,945646000,51438000,10252000,,100189000,,19008000,808892000,32446000,,526142000,-60392000,517198000,-1233000,15425000,165559000,103706000,22515000,2268017000,4290377000,246954000,6560682000,539003000,45754000,-164104000,"Qorvo, Inc.",USD,Technology,Semiconductors,1574124000,1151499000,367172000,781542000,165559000,945646000,,969012000,5151850000
QRVO,2021,4/3/21,3802000,1883566000,-131647000,2483804000,,15371000,807380000,4629425000,73769000,4015307000,133801000,5092000,-218658000,29649000,355036000,1397880000,456104000,3076280000,1375562000,2642708000,1328956000,-9535000,939027000,,733611000,682697000,-91275000,-553742000,42598000,733611000,733611000,,6906000,118756000,,,488255000,367238000,,1740933000,2131741000,,29649000,570395000,1301853000,102493000,9390000,,119477000,,-8597000,611155000,44508000,,939027000,-75198000,507787000,1425000,34201000,-401923000,114742000,35370000,2592045000,4244740000,313868000,7221470000,681581000,59056000,-186960000,"Qorvo, Inc.",USD,Technology,Semiconductors,1747642000,1802223000,457431000,1114893000,-401923000,1301853000,,1395131000,4979187000
REGI,2018,12/31/18,53055000,405482000,-4402000,465377000,,4129000,294341000,750095000,5871000,2368478000,-975000,149006000,-97197000,-113423000,412086000,123575000,37289000,2069735000,720369000,16080000,590723000,-12835000,298743000,,277158000,48948000,19662000,-28519000,,270016000,288470000,-51719000,,-177851000,,,77542000,106739000,,33421000,1962996000,-11312000,-1656000,2037000,365534000,16413000,-34066000,,8217000,,34640000,13646000,20977000,451427000,298743000,-18183000,170900000,-184000,26812000,-219205000,13744000,13053000,357001000,5000,110375000,1107096000,309836000,,-46453000,"Renewable Energy Group, Inc.",USD,Energy,Oil & Gas Refining & Marketing,198116000,170699000,74551000,319081000,-219205000,365534000,1647000,336032000,824636000
REGI,2019,12/31/19,3519000,513892000,-23758000,1109260000,,3100000,371925000,1099512000,-570000,2625216000,14700000,77131000,5670000,-107482000,768398000,50436000,58806000,2229533000,1071414000,16080000,621476000,-11043000,395683000,,362828000,-73139000,-786178000,-3550000,,354804000,372495000,45088000,,-17459000,,,864037000,118209000,,26130000,2111324000,-9667000,-1994000,,-46708000,24656000,7151000,,7310000,,7740000,12018000,11620000,438591000,395683000,-13235000,163566000,-49000,287706000,-32052000,8480000,19205000,685837000,5000,399899000,1785349000,620814000,,-42518000,"Renewable Energy Group, Inc.",USD,Energy,Oil & Gas Refining & Marketing,226354000,520840000,858922000,-89226000,-32052000,-46708000,0,454489000,1275430000
REGI,2020,12/31/20,151568000,268354000,-20310000,658232000,,205000,128742000,1173955000,5929000,2137148000,26567000,50088000,-333910000,-109508000,891211000,84441000,53998000,1988096000,1147167000,16080000,623636000,,149052000,,122813000,34782000,715685000,-5778000,,120415000,122813000,-270473000,,-169336000,,,173096000,119302000,,15158000,1868794000,,1160000,,543430000,22867000,-47904000,,19715000,,-66726000,10708000,10964000,392247000,149052000,-7911000,210230000,376000,-261835000,-175114000,11092000,133027000,287443000,5000,132938000,1461398000,245970000,,-63642000,"Renewable Energy Group, Inc.",USD,Energy,Oil & Gas Refining & Marketing,95050000,412262000,143475000,479788000,-175114000,543430000,0,203050000,1184564000
REGN,2018,12/31/18,1342200000,3259300000,19100000,6447600000,,-10000000,2553500000,8757300000,109100000,5145600000,299500000,,-1463000000,-408700000,5254300000,1467700000,148200000,2611200000,8757300000,,2575800000,,2534400000,,2444400000,655000000,-236400000,-191600000,114500000,2444400000,2444400000,-1069900000,-402300000,1981900000,,,2272000000,1127200000,,,1886300000,,-12300000,,2195100000,473300000,-387900000,,910600000,,-88100000,,,3911600000,2534400000,-28200000,1151200000,,15400000,-77100000,825900000,1800500000,2977200000,100000,218200000,11734500000,1442800000,828700000,-383100000,"Regeneron Pharmaceuticals, Inc.",USD,Healthcare,Biotechnology,708500000,5004800000,2243200000,1812000000,-77100000,2195100000,,2682600000,7998100000
REGN,2019,12/31/19,1596500000,3342500000,219300000,7689100000,,,2429100000,11089700000,313300000,6557600000,304400000,,-2027800000,-718800000,7379800000,1617800000,210300000,4347800000,11089700000,,2890400000,,2209800000,,2115800000,150100000,-523700000,-463900000,211800000,2115800000,2115800000,-1598200000,-209200000,1981900000,,,2785600000,1341900000,,,3215100000,,21100000,,2430000000,516500000,-335500000,,913300000,,-79800000,,,4428600000,2209800000,-30200000,1415500000,,738500000,-252100000,905000000,3312400000,3715500000,100000,418100000,14805200000,2096600000,824200000,-429600000,"Regeneron Pharmaceuticals, Inc.",USD,Healthcare,Biotechnology,713900000,5592500000,2672200000,2000400000,-252100000,2430000000,,2420100000,10185800000
REGN,2020,12/31/20,1393300000,4642200000,233800000,9779100000,,,3810400000,11025300000,297200000,8497100000,372600000,,-70600000,-6584000000,10893000000,2193700000,235900000,4920500000,11025300000,,3221600000,,3576600000,,3513200000,577000000,-1356100000,-6527600000,2575200000,3513200000,3513200000,544000000,-280400000,1981900000,,,4114700000,1346000000,,1978500000,3854900000,,29300000,,2618100000,613300000,-529400000,,967800000,,114900000,,,6716200000,3576600000,-56900000,1916600000,,267000000,-1970500000,744900000,3194800000,6138000000,100000,475500000,17163300000,2697400000,858900000,-614600000,"Regeneron Pharmaceuticals, Inc.",USD,Healthcare,Biotechnology,2695700000,7081700000,3516200000,2003500000,-1970500000,2618100000,,3812500000,11527300000
REGN,2021,12/31/21,2809100000,10726100000,379000000,14014900000,,,9325800000,18768800000,1250500000,16071700000,636300000,,-5384700000,-8287100000,18968300000,2885600000,286200000,7124900000,18768800000,,3482200000,,8946800000,,8075300000,690800000,-1927400000,-2678100000,1672300000,8075300000,8075300000,-4832800000,-45600000,,,,6036500000,1824900000,,1980000000,5345600000,,-26200000,,7081300000,1055700000,-494300000,,1059700000,,-240700000,,,8087500000,8946800000,-57300000,1951300000,,745900000,-1005800000,753500000,6878000000,6666000000,100000,564000000,25434800000,3932500000,876900000,-551900000,"Regeneron Pharmaceuticals, Inc.",USD,Healthcare,Biotechnology,2699700000,10082400000,6036500000,6529400000,-1005800000,7081300000,,9233000000,18582900000
REV,2018,12/31/18,,1447500000,-279500000,1193800000,,,-291900000,-1056800000,2200000,2564500000,74700000,348100000,-57200000,-266100000,-1855000000,87300000,126500000,2576900000,-2262700000,673900000,465100000,-11100000,-12400000,,-294200000,100000,-300000,-3600000,,-294200000,-294100000,,,247800000,,,431300000,1417500000,,2727700000,1117000000,-100000,-234200000,42400000,-170800000,239300000,-36400000,,152000000,,-107800000,532000000,33600000,1063800000,-12400000,-189400000,523200000,-5000000,1600000,233100000,224000000,,4073600000,500000,332100000,3016800000,1120400000,131800000,-57200000,"Revlon, Inc.",USD,Consumer Defensive,Household & Personal Products,3085100000,73400000,431300000,-228000000,233100000,-170800000,,114100000,1941000000
REV,2019,12/31/19,,1367400000,-210500000,1111400000,,,-165000000,-1221200000,200000,2419600000,-66200000,288000000,2100000,-280900000,-2012700000,104300000,130500000,2374100000,-2385600000,673700000,509600000,-16200000,45500000,,-157700000,17000000,9300000,-1600000,,-157700000,-165200000,,,102100000,,,423400000,1281600000,,2906200000,1052200000,7500000,-247400000,40300000,-68300000,209700000,74500000,,195200000,,-57300000,490700000,26000000,1071900000,45500000,-211200000,448400000,-1100000,-73200000,84300000,338700000,,4201800000,500000,251800000,2980600000,956900000,175100000,-29000000,"Revlon, Inc.",USD,Consumer Defensive,Household & Personal Products,3210900000,154500000,423400000,-97300000,84300000,-68300000,,176000000,1885400000
REV,2020,12/31/20,,1043800000,-448200000,1046400000,,,-460200000,-1862000000,158800000,1904300000,272500000,217500000,-10300000,-313100000,-2631700000,97100000,93200000,1916300000,-2856500000,563700000,434200000,-122300000,-12000000,,-619000000,-2000000,76700000,-1700000,,-619000000,-619000000,,,226500000,,,352300000,1026500000,,3105000000,860500000,,-277900000,29300000,-97300000,200200000,-8400000,,52600000,,-9100000,430800000,31600000,1082300000,-12000000,-270100000,462600000,3100000,18500000,102500000,353600000,,4389700000,500000,203300000,2527700000,844200000,25700000,-10300000,"Revlon, Inc.",USD,Consumer Defensive,Household & Personal Products,3341600000,202200000,352300000,-107600000,102500000,-97300000,,81200000,1382500000
REZI,2018,12/31/18,,1423000000,-393000000,1809000000,,7000000,104000000,1533000000,-301000000,4827000000,-281000000,22000000,-74000000,-189000000,2000000,265000000,66000000,4330000000,-1234000000,2634000000,300000000,-1431000000,497000000,,405000000,209000000,-62000000,,39000000,405000000,405000000,,,1225000000,,,821000000,867000000,,1179000000,3404000000,,-189000000,59000000,462000000,216000000,-172000000,,96000000,,275000000,133000000,95000000,1720000000,497000000,-20000000,628000000,-12000000,231000000,-167000000,771000000,,3439000000,,964000000,4972000000,1489000000,,-81000000,"Resideo Technologies, Inc.",USD,Industrials,Security & Protection Services,1201000000,320000000,821000000,381000000,-167000000,462000000,,563000000,2469000000
REZI,2019,12/31/19,,1685000000,-630000000,1785000000,,2000000,71000000,1602000000,35000000,4988000000,18000000,22000000,-112000000,-197000000,38000000,122000000,80000000,4287000000,-1167000000,2642000000,453000000,-31000000,701000000,,36000000,-143000000,7000000,,279000000,36000000,36000000,,,-22000000,,,817000000,897000000,,1158000000,3303000000,,-194000000,87000000,23000000,206000000,-44000000,,121000000,,-36000000,127000000,175000000,1761000000,701000000,-69000000,671000000,-1000000,-38000000,-53000000,763000000,,3526000000,,920000000,5128000000,1494000000,,-95000000,"Resideo Technologies, Inc.",USD,Industrials,Security & Protection Services,1180000000,291000000,817000000,-72000000,-53000000,23000000,,781000000,2660000000
REZI,2020,12/31/20,,1296000000,-248000000,2225000000,,2000000,101000000,1993000000,64000000,5071000000,72000000,7000000,-103000000,-152000000,75000000,517000000,86000000,4722000000,-833000000,2691000000,451000000,-4000000,349000000,,37000000,395000000,-27000000,,279000000,37000000,37000000,,,-22000000,,,863000000,870000000,,1155000000,3775000000,,-146000000,77000000,244000000,202000000,19000000,,108000000,,58000000,135000000,173000000,2070000000,349000000,-63000000,672000000,1000000,-1000000,253000000,817000000,,3617000000,,936000000,5610000000,1538000000,,-70000000,"Resideo Technologies, Inc.",USD,Industrials,Security & Protection Services,1162000000,687000000,863000000,174000000,253000000,244000000,,435000000,2638000000
RFP,2018,12/31/18,,1207000000,32000000,1304000000,,-35000000,387000000,1534000000,152000000,3756000000,14000000,222000000,146000000,-1070000000,-1198000000,304000000,212000000,3401000000,1429000000,,1460000000,-1000000,355000000,,235000000,296000000,-19000000,-24000000,,235000000,235000000,,,-144000000,,,449000000,640000000,1000000,416000000,2549000000,,-950000000,,435000000,40000000,-46000000,,1066000000,,1000000,105000000,43000000,3802000000,355000000,-47000000,508000000,-4000000,38000000,-281000000,1328000000,,2400000000,,299000000,3935000000,650000000,876000000,-155000000,Resolute Forest Products Inc.,USD,Basic Materials,Paper & Paper Products,645000000,654000000,347000000,280000000,-281000000,435000000,,567000000,1875000000
RFP,2019,12/31/19,,738000000,-35000000,907000000,,-52000000,11000000,1234000000,58000000,2923000000,-14000000,,-162000000,-1323000000,-1245000000,3000000,167000000,2877000000,1147000000,,1481000000,-4000000,46000000,,-47000000,-303000000,88000000,-24000000,,-47000000,-47000000,,,-200000000,,,349000000,525000000,1000000,442000000,2185000000,,-1179000000,,85000000,17000000,-27000000,,1151000000,,-12000000,87000000,33000000,3802000000,46000000,-31000000,522000000,2000000,-82000000,-228000000,1535000000,,2391000000,,255000000,3626000000,351000000,915000000,-113000000,Resolute Forest Products Inc.,USD,Basic Materials,Paper & Paper Products,514000000,556000000,273000000,-28000000,-228000000,85000000,,213000000,1745000000
RFP,2020,12/31/20,,818000000,-108000000,900000000,,-61000000,61000000,1081000000,51000000,2800000000,27000000,,-297000000,-1488000000,-1235000000,113000000,169000000,2631000000,953000000,31000000,1467000000,,169000000,,10000000,117000000,80000000,-30000000,,10000000,10000000,,,108000000,,,278000000,480000000,1000000,552000000,1982000000,,-1314000000,,334000000,24000000,44000000,,1235000000,,-12000000,97000000,47000000,3804000000,169000000,-34000000,462000000,2000000,16000000,78000000,1654000000,,2648000000,,251000000,3730000000,380000000,915000000,-78000000,Resolute Forest Products Inc.,USD,Basic Materials,Paper & Paper Products,625000000,520000000,230000000,256000000,78000000,334000000,,338000000,1593000000
RIG,2018,12/31/18,,1219000000,-2029000000,3948000000,,126000000,-1775000000,13107000000,228000000,3018000000,1495000000,341000000,-797000000,-279000000,-67000000,2160000000,930000000,2764000000,12312000000,,20408000000,-96000000,254000000,,-1996000000,-386000000,180000000,,158000000,-1996000000,-2003000000,227000000,,-51000000,,,611000000,147000000,7000000,9126000000,1799000000,,-279000000,,558000000,381000000,,2000000,423000000,,117000000,795000000,703000000,13394000000,254000000,-620000000,474000000,,-293000000,-147000000,1488000000,91000000,12551000000,59000000,269000000,25665000000,1458000000,66000000,-184000000,Transocean Ltd.,USD,Energy,Oil & Gas Drilling,9978000000,2490000000,604000000,374000000,-147000000,558000000,,1184000000,20925000000
RIG,2019,12/31/19,,957000000,-1108000000,3640000000,,126000000,-1198000000,11862000000,59000000,3088000000,854000000,568000000,-268000000,-324000000,-1297000000,1790000000,1042000000,3178000000,11254000000,,18847000000,-43000000,-90000000,,-1255000000,-240000000,87000000,,158000000,-1255000000,-1257000000,-77000000,,-269000000,,,654000000,192000000,5000000,8693000000,2131000000,,-324000000,,340000000,348000000,,34000000,819000000,,-107000000,608000000,717000000,13424000000,-90000000,-660000000,479000000,,22000000,-312000000,1261000000,191000000,12238000000,59000000,311000000,24105000000,1724000000,20000000,-387000000,Transocean Ltd.,USD,Energy,Oil & Gas Drilling,9869000000,1916000000,654000000,-47000000,-312000000,340000000,,952000000,19941000000
RIG,2020,12/31/20,,1174000000,-725000000,2740000000,,-2000000,-541000000,11432000000,27000000,3152000000,383000000,505000000,-257000000,-263000000,-1866000000,1154000000,996000000,2968000000,11039000000,,17667000000,-36000000,184000000,,-567000000,-789000000,67000000,,158000000,-567000000,-568000000,-14000000,,-894000000,,,583000000,209000000,3000000,7302000000,1978000000,,-263000000,,398000000,224000000,,20000000,866000000,,-85000000,393000000,569000000,13501000000,184000000,-575000000,434000000,,-327000000,-930000000,1160000000,138000000,10369000000,60000000,194000000,21804000000,1386000000,9000000,-265000000,Transocean Ltd.,USD,Energy,Oil & Gas Drilling,8373000000,1354000000,583000000,133000000,-930000000,398000000,,1180000000,18651000000
RIG,2021,12/31/21,,871000000,-438000000,2444000000,,-33000000,-470000000,11205000000,121000000,2556000000,282000000,513000000,-233000000,-84000000,-2458000000,976000000,962000000,2588000000,11032000000,,17098000000,-42000000,-32000000,,-592000000,-148000000,137000000,,158000000,-592000000,-591000000,-1000000,,-606000000,,,492000000,161000000,1000000,6657000000,1685000000,,-84000000,,575000000,163000000,,21000000,875000000,,-37000000,173000000,584000000,13683000000,-32000000,-447000000,392000000,,-160000000,-490000000,1040000000,91000000,9475000000,64000000,228000000,20681000000,1303000000,7000000,-208000000,Transocean Ltd.,USD,Energy,Oil & Gas Drilling,7693000000,1141000000,492000000,367000000,-490000000,575000000,,930000000,17922000000
ROLL,2019,3/30/19,,276653000,-23704000,503281000,,,126090000,968566000,20897000,702516000,29929000,467000,-17142000,-52239000,641894000,29884000,29658000,552722000,551494000,261431000,207895000,-852000,149794000,,105193000,-24279000,-17307000,-5232000,23271000,105193000,105193000,-90055000,9355000,-130471000,,,132630000,117504000,,43179000,425863000,,-7467000,,108547000,22900000,-37841000,,19119000,,-7887000,155641000,,378655000,149794000,-5173000,335001000,-2400000,5881000,-113284000,45493000,,178801000,256000,49592000,1147367000,90129000,,-41346000,RBC Bearings Incorporated,USD,Industrials,Tools & Accessories,43646000,413152000,130735000,67201000,-113284000,108547000,,179452000,982328000
ROLL,2020,3/28/20,,289503000,-3807000,612006000,,,154139000,1117999000,28103000,727461000,25783000,6429000,-62785000,-63879000,769219000,103255000,31420000,569515000,677476000,277776000,248799000,-276000,157946000,,126036000,73371000,3305000,-12209000,13598000,126036000,126036000,-90055000,8992000,-21480000,,,131599000,122565000,,16583000,437958000,,-6898000,,155621000,20805000,-25371000,,20584000,,-6895000,162747000,,412400000,157946000,-1885000,367494000,902000,837000,-20367000,60179000,,203913000,259000,51038000,1321912000,103755000,,-37297000,RBC Bearings Incorporated,USD,Industrials,Tools & Accessories,52116000,508251000,128995000,118324000,-20367000,155621000,,189366000,1066860000
ROLL,2021,4/3/21,90249000,237977000,-10746000,728202000,,,110059000,1229951000,20426000,608984000,26632000,2612000,-101524000,-74235000,858852000,151086000,32744000,488179000,798016000,277536000,243928000,,120805000,,89633000,47831000,18969000,-6845000,11376000,89633000,89633000,-90055000,11172000,-7894000,,,116056000,106000000,,13495000,371007000,,-10409000,,152453000,28803000,905000,,30195000,,-2066000,154399000,,445073000,120805000,-1430000,364147000,265000,-14836000,-3363000,72594000,,204309000,261000,36336000,1434260000,88238000,,-11772000,RBC Bearings Incorporated,USD,Industrials,Tools & Accessories,51815000,639964000,110472000,140681000,-3363000,152453000,,153549000,1130680000
ROP,2018,12/31/18,,3279500000,-198000000,1610700000,,-700000,1198400000,7738500000,254000000,5191200000,397900000,1500000,-1335100000,-261800000,6247700000,364400000,367000000,3794800000,-5450400000,9346800000,128700000,-29000000,1396400000,-170100000,944400000,-306900000,-97500000,,16000000,944400000,944400000,,,-205000000,,,891900000,1506200000,,4940200000,1911700000,127900000,-243300000,376900000,1430100000,869100000,-21800000,,321200000,,,3842100000,163600000,1751500000,1396400000,-182100000,190800000,-13800000,155400000,-388100000,1122600000,,7511000000,1100000,165300000,15249500000,1448200000,52200000,-49100000,"Roper Technologies, Inc.",USD,Industrials,Specialty Industrial Machinery,4941700000,162500000,700800000,1371500000,-388100000,1430100000,,1763400000,12315800000
ROP,2019,12/31/19,,3140100000,729100000,1999500000,,-12300000,2057400000,9491900000,417400000,4727700000,-790900000,602200000,-1296000000,-231100000,7818000000,709700000,408800000,3399400000,-5991200000,10815400000,406800000,-8000000,1328300000,-191700000,1767900000,345300000,-24400000,,41700000,1767900000,1640000000,,,335000000,,,993600000,1432100000,,4673100000,1587600000,127900000,-212800000,379700000,1461800000,1132600000,-14100000,,219500000,,,4667700000,97600000,1903900000,1328300000,-186200000,198600000,2500000,107200000,177000000,1326500000,,8617000000,1100000,162000000,18108900000,2397400000,95600000,-43000000,"Roper Technologies, Inc.",USD,Industrials,Specialty Industrial Machinery,5332100000,-397900000,791600000,1398900000,177000000,1461800000,,1737100000,14114300000
ROP,2020,12/31/20,,3270800000,-235700000,1752300000,,-5500000,1051400000,10479800000,225900000,4854200000,-157100000,499400000,-6073900000,-165000000,8546200000,308300000,512900000,3567100000,-10654400000,13966000000,359900000,-43900000,1287100000,-214100000,949700000,-401400000,55200000,,74900000,949700000,825500000,,,4320000000,,,840400000,1560100000,,9061400000,1583400000,124200000,-147000000,423600000,1525100000,1245300000,100000,,778400000,,,7168200000,438500000,2097500000,1287100000,-218500000,165100000,10500000,153400000,4136900000,1846400000,,13545000000,1100000,127100000,24024800000,2444400000,103200000,-28300000,"Roper Technologies, Inc.",USD,Industrials,Specialty Industrial Machinery,9631600000,-692100000,863000000,1476200000,4136900000,1525100000,,1800000000,19803100000
