ticker,date,accountsPayable,totalCashFromOperatingActivities,changeToNetincome,researchDevelopment,totalStockholderEquity,incomeTaxExpense,netTangibleAssets,effectOfExchangeRate,otherAssets,deferredLongTermAssetCharges,otherLiab,discontinuedOperations,depreciation,nonRecurring,longTermDebt,shortTermInvestments,totalOperatingExpenses,cash,longTermInvestments,capitalExpenditures,dividendsPaid,treasuryStock,repurchaseOfStock,changeToLiabilities,incomeBeforeTax,changeToOperatingActivities,otherCashflowsFromFinancingActivities,totalOtherIncomeExpenseNet,interestExpense,totalCashflowsFromInvestingActivities,totalCurrentLiabilities,effectOfAccountingCharges,otherCurrentAssets,extraordinaryItems,otherCashflowsFromInvestingActivities,operatingIncome,ebit,goodWill,commonStock,otherStockholderEquity,totalAssets,investments,totalLiab,inventory,netIncomeApplicableToCommonShares,sellingGeneralAdministrative,grossProfit,changeToAccountReceivables,issuanceOfStock,netIncome,otherOperatingExpenses,shortLongTermDebt,otherItems,intangibleAssets,netIncomeFromContinuingOps,costOfRevenue,minorityInterest,netReceivables,propertyPlantEquipment,deferredLongTermLiab,totalRevenue,changeToInventory,totalCurrentAssets,netBorrowings,totalCashFromFinancingActivities,otherCurrentLiab,capitalSurplus,changeInCash,retainedEarnings,company_name,sector,subsector
CMI,2018-12-31,2822000000.0,2378000000.0,-219000000.0,902000000,7348000000.0,566000000,5313000000.0,-70000000.0,1891000000.0,410000000.0,2822000000.0,,609000000.0,,1495000000.0,222000000.0,21379000000,1303000000.0,1222000000.0,-709000000.0,-718000000.0,-7840000000.0,-1140000000.0,302000000.0,2753000000,601000000.0,-12000000.0,361000000,-114000000,-974000000.0,6384000000.0,,,,-46000000.0,2392000000,2392000000,1126000000.0,556000000.0,-1812000000.0,19062000000.0,-74000000.0,10803000000.0,3759000000.0,2141000000,2437000000.0,5737000000,-363000000.0,13000000.0,2141000000,6000000,15000000.0,,909000000.0,2187000000,18034000000,911000000.0,3983000000.0,4096000000.0,,23771000000,-695000000.0,9818000000.0,457000000.0,-1400000000.0,1249000000.0,1715000000.0,-66000000.0,12917000000.0,Cummins Inc.,Industrials,Specialty Industrial Machinery
CNHI,2020-12-31,6357000000.0,5529000000.0,1232000000.0,932000000,4907000000.0,-50000000,2211000000.0,418000000.0,2973000000.0,1451000000.0,7023000000.0,,906000000.0,,6575000000.0,,25406000000,8017000000.0,529000000.0,-1850000000.0,,-2785000000.0,,124000000.0,-488000000,460000000.0,-8000000.0,-1114000000,-168000000,-2750000000.0,21816000000.0,,182000000.0,,-903000000.0,626000000,626000000,1767000000.0,25000000.0,-2676000000.0,48719000000.0,,43690000000.0,5981000000.0,-493000000,1974000000.0,3723000000,1133000000.0,,-493000000,191000000,742000000.0,,755000000.0,-438000000,22309000000,122000000.0,506000000.0,5441000000.0,,26032000000,1901000000.0,35166000000.0,667000000.0,659000000.0,1742000000.0,4388000000.0,3856000000.0,3279000000.0,CNH Industrial N.V.,Industrials,Farm & Heavy Construction Machinery
CNHI,2019-12-31,5632000000.0,1826000000.0,250000000.0,1030000000,6081000000.0,-271000000,2737000000.0,-75000000.0,3029000000.0,1134000000.0,6587000000.0,,965000000.0,,5226000000.0,,26501000000,4407000000.0,631000000.0,-1962000000.0,-275000000.0,-2156000000.0,,-651000000.0,1183000000,-390000000.0,-65000000.0,-395000000,-201000000,-1987000000.0,9286000000.0,,149000000.0,,-86000000.0,1578000000,1578000000,2383000000.0,25000000.0,-2002000000.0,47352000000.0,,41196000000.0,6907000000.0,1422000000,2114000000.0,4856000000,-460000000.0,,1422000000,134000000,29000000.0,,790000000.0,1454000000,23223000000,75000000.0,416000000.0,5769000000.0,,28079000000,440000000.0,32772000000.0,546000000.0,206000000.0,1707000000.0,4404000000.0,-30000000.0,3808000000.0,CNH Industrial N.V.,Industrials,Farm & Heavy Construction Machinery
CNHI,2018-12-31,5889000000.0,2554000000.0,210000000.0,1061000000,5043000000.0,417000000,1802000000.0,-308000000.0,2465000000.0,591000000.0,6994000000.0,,1081000000.0,,5211000000.0,,27834000000,4553000000.0,526000000.0,-1902000000.0,-235000000.0,-1987000000.0,,328000000.0,1516000000,-321000000.0,-164000000.0,-356000000,-254000000,-1920000000.0,9545000000.0,,76000000.0,,-25000000.0,1872000000,1872000000,2301000000.0,25000000.0,-1859000000.0,46100000000.0,,41002000000.0,6510000000.0,1068000000,2351000000.0,6190000000,-180000000.0,,1068000000,906000000,29000000.0,,774000000.0,1099000000,23516000000,55000000.0,399000000.0,5933000000.0,,29706000000,112000000.0,32193000000.0,-324000000.0,-723000000.0,1689000000.0,4409000000.0,-397000000.0,2596000000.0,CNH Industrial N.V.,Industrials,Farm & Heavy Construction Machinery
CNHI,2017-12-31,6060000000.0,2865000000.0,318000000.0,957000000,4224000000.0,457000000,960000000.0,395000000.0,2777000000.0,852000000.0,8326000000.0,,1045000000.0,,6461000000.0,,26265000000,4901000000.0,561000000.0,-2235000000.0,-161000000.0,-1976000000.0,,468000000.0,747000000,434000000.0,-32000000.0,-689000000,-385000000,-1869000000.0,9800000000.0,,66000000.0,,349000000.0,1436000000,1436000000,2316000000.0,25000000.0,-1966000000.0,48298000000.0,,44041000000.0,6236000000.0,272000000,2056000000.0,4654000000,-659000000.0,,272000000,205000000,21000000.0,,779000000.0,290000000,23047000000,33000000.0,496000000.0,6864000000.0,,27701000000,682000000.0,33020000000.0,-852000000.0,-1045000000.0,1774000000.0,4412000000.0,346000000.0,1763000000.0,CNH Industrial N.V.,Industrials,Farm & Heavy Construction Machinery
COKE,2020-12-31,324741000.0,494461000.0,63833000.0,,512990000.0,58943000,-519470000.0,,70381000.0,,932028000.0,,172317000.0,,940465000.0,,4693606000,54793000.0,41400000.0,-202034000.0,-9374000.0,-180307000.0,,29860000.0,241040000,26724000.0,-143628000.0,-72711000,-37113000,-200419000.0,647060000.0,,42307000.0,,,313751000,313751000,165903000.0,13064000.0,-119053000.0,3222450000.0,-1770000.0,2709460000.0,225757000.0,172493000,1460933000.0,1773893000,21315000.0,,172493000,-791000,,,866557000.0,182097000,3233464000,,490112000.0,1226972000.0,,5007357000,169000.0,851237000.0,-95861000.0,-248863000.0,57519000.0,135953000.0,45179000.0,544280000.0,"Coca-Cola Consolidated, Inc.",Consumer Defensive,Beverages—Non-Alcoholic
COKE,2019-12-29,296175000.0,290370000.0,121449000.0,,346952000.0,15665000,-709690000.0,,71369000.0,,908527000.0,,172216000.0,,1029920000.0,,4642766000,9614000.0,41900000.0,-171374000.0,-9369000.0,-176256000.0,,29746000.0,34225000,-23378000.0,-27602000.0,-149558000,-46349000,-173677000.0,622195000.0,,35824000.0,,,183783000,183783000,165903000.0,13064000.0,-115002000.0,3126926000.0,-1713000.0,2675810000.0,225926000.0,11375000,1495880000.0,1676127000,-14158000.0,,11375000,-3536000,,,890739000.0,18560000,3150422000,104164000.0,525275000.0,1126739000.0,,4826549000,-15893000.0,830276000.0,-83656000.0,-120627000.0,64111000.0,128983000.0,-3934000.0,381161000.0,"Coca-Cola Consolidated, Inc.",Consumer Defensive,Beverages—Non-Alcoholic
COKE,2018-12-30,264465000.0,168879000.0,47238000.0,,358187000.0,1869000,-724581000.0,,75690000.0,,821991000.0,,177256000.0,,1104403000.0,,4569988000,13548000.0,39800000.0,-138235000.0,-9353000.0,-138519000.0,,-72450000.0,-13287000,80928000.0,-26214000.0,-68663000,-50506000,-143945000.0,601737000.0,,33399000.0,,-13116000.0,55376000,55376000,165903000.0,13043000.0,-77265000.0,3009928000.0,-2098000.0,2554762000.0,210033000.0,-19930000,1495987000.0,1555712000,-29225000.0,,-19930000,4349000,,,916865000.0,-15156000,3069652000,96979000.0,509794000.0,1014252000.0,,4625364000,-26415000.0,797418000.0,7279000.0,-28288000.0,118285000.0,124228000.0,-3354000.0,359435000.0,"Coca-Cola Consolidated, Inc.",Consumer Defensive,Beverages—Non-Alcoholic
COKE,2017-12-31,368091000.0,307816000.0,60115000.0,,366702000.0,-39841000,-734286000.0,,116209000.0,,851335000.0,,156941000.0,,1088018000.0,,4186041000,16902000.0,7325000.0,-176601000.0,-9328000.0,-155456000.0,,107360000.0,63006000,-10713000.0,-17056000.0,-38541000,-41869000,-458895000.0,639452000.0,,40805000.0,,-7029000.0,101547000,101547000,169316000.0,13023000.0,-94202000.0,3072960000.0,-3615000.0,2614053000.0,183618000.0,96535000,1403635000.0,1504867000,-117931000.0,,96535000,-315000,,,931672000.0,102847000,2782721000,92205000.0,529302000.0,1061225000.0,,4287588000,2527000.0,794538000.0,172515000.0,146131000.0,62887000.0,120417000.0,-4948000.0,388718000.0,"Coca-Cola Consolidated, Inc.",Consumer Defensive,Beverages—Non-Alcoholic
COP,2021-12-31,5025000000.0,16996000000.0,428000000.0,,45406000000.0,4633000000,45406000000.0,-34000000.0,2036000000.0,,14021000000.0,,7218000000.0,,17753000000.0,1563000000.0,33859000000,5028000000.0,7015000000.0,-5324000000.0,-2359000000.0,-55870000000.0,-3623000000.0,1399000000.0,12712000000,-649000000.0,7000000.0,-89000000,-884000000,-8544000000.0,12021000000.0,,1348000000.0,,326000000.0,12801000000,12801000000,,21000000.0,-4950000000.0,90661000000.0,3091000000.0,45255000000.0,1208000000.0,8079000000,740000000.0,22936000000,-2500000000.0,145000000.0,8079000000,1851000000,920000000.0,,,8079000000,23724000000,,6670000000.0,65560000000.0,,46660000000,-160000000.0,16050000000.0,-505000000.0,-6335000000.0,4390000000.0,60581000000.0,2083000000.0,40674000000.0,ConocoPhillips,Energy,Oil & Gas E&P
COP,2020-12-31,2669000000.0,4802000000.0,1486000000.0,,29849000000.0,-485000000,29849000000.0,-20000000.0,1996000000.0,,12094000000.0,,6389000000.0,,14027000000.0,4865000000.0,20844000000,2991000000.0,7880000000.0,-4715000000.0,-1831000000.0,-52515000000.0,-892000000.0,-249000000.0,-3140000000,76000000.0,-31000000.0,-1512000000,-806000000,-4121000000.0,5366000000.0,,325000000.0,,-65000000.0,-1628000000,-1628000000,,18000000.0,-5218000000.0,62618000000.0,-658000000.0,32769000000.0,1002000000.0,-2701000000,442000000.0,6794000000,521000000.0,145000000.0,-2701000000,1002000000,451000000.0,,,-2655000000,12422000000,,2754000000.0,40676000000.0,,19216000000,-25000000.0,12066000000.0,46000000.0,-2708000000.0,861000000.0,47133000000.0,-2047000000.0,35213000000.0,ConocoPhillips,Energy,Oil & Gas E&P
COP,2019-12-31,3200000000.0,11104000000.0,-1817000000.0,,34981000000.0,2267000000,34981000000.0,-46000000.0,1992000000.0,,13046000000.0,,6311000000.0,,14157000000.0,5139000000.0,25911000000,5088000000.0,8444000000.0,-6636000000.0,-1500000000.0,-51762000000.0,-3500000000.0,-378000000.0,9524000000,37000000.0,-149000000.0,2089000000,-778000000,-6618000000.0,7043000000.0,,419000000.0,,-84000000.0,7435000000,7435000000,,18000000.0,-5357000000.0,70514000000.0,-2910000000.0,35464000000.0,1026000000.0,7189000000,639000000.0,16182000000,505000000.0,145000000.0,7189000000,1275000000,18000000.0,,,7257000000,17164000000,69000000.0,3401000000.0,43165000000.0,,33346000000,-67000000.0,16913000000.0,-80000000.0,-5229000000.0,2358000000.0,46983000000.0,-789000000.0,39742000000.0,ConocoPhillips,Energy,Oil & Gas E&P
COP,2018-12-31,3895000000.0,12934000000.0,30000000.0,,31939000000.0,3668000000,31939000000.0,-117000000.0,1917000000.0,,15665000000.0,,6012000000.0,,14158000000.0,1710000000.0,27818000000,5915000000.0,9091000000.0,-6750000000.0,-1363000000.0,-48968000000.0,-2999000000.0,-52000000.0,9973000000,-55000000.0,-123000000.0,300000000,-735000000,-3843000000.0,7395000000.0,,417000000.0,,205000000.0,9673000000,9673000000,,18000000.0,-6063000000.0,69980000000.0,1620000000.0,37916000000.0,1007000000.0,6257000000,585000000.0,17984000000,235000000.0,121000000.0,6257000000,1401000000,33000000.0,,,6305000000,19507000000,125000000.0,4067000000.0,45698000000.0,,37491000000,86000000.0,13274000000.0,-4995000000.0,-9359000000.0,2094000000.0,46879000000.0,-385000000.0,34010000000.0,ConocoPhillips,Energy,Oil & Gas E&P
COST,2021-08-29,16278000000.0,8958000000.0,1167000000.0,,17564000000.0,1601000000,16568000000.0,46000000.0,1385000000.0,444000000.0,1435000000.0,,1781000000.0,,6692000000.0,917000000.0,188706000000,11258000000.0,,-3588000000.0,-1318000000.0,-1137000000.0,-808000000.0,1838000000.0,6680000000,1057000000.0,-67000000.0,-543000000,-171000000,-3535000000.0,29441000000.0,,1312000000.0,,-62000000.0,7223000000,7223000000,996000000.0,4000000.0,-1137000000.0,59268000000.0,115000000.0,41190000000.0,14215000000.0,5007000000,17946000000.0,25245000000,,,5007000000,,799000000.0,,,5079000000,170684000000,514000000.0,1803000000.0,27382000000.0,,195929000000,-1892000000.0,29505000000.0,135000000.0,-6488000000.0,6309000000.0,7031000000.0,-1019000000.0,11666000000.0,Costco Wholesale Corporation,Consumer Defensive,Discount Stores
COST,2020-08-30,14172000000.0,8861000000.0,1016000000.0,,18284000000.0,1308000000,17296000000.0,70000000.0,1261000000.0,406000000.0,1278000000.0,,1645000000.0,,7514000000.0,1028000000.0,161326000000,12277000000.0,,-2810000000.0,-1479000000.0,-1297000000.0,-526000000.0,2261000000.0,5367000000,728000000.0,-71000000.0,-68000000,-160000000,-3891000000.0,24844000000.0,,1023000000.0,,30000000.0,5435000000,5435000000,988000000.0,4000000.0,-1297000000.0,55556000000.0,52000000.0,36851000000.0,12242000000.0,4002000000,16332000000.0,21822000000,,,4002000000,,95000000.0,,,4059000000,144939000000,421000000.0,1550000000.0,25187000000.0,,166761000000,-791000000.0,28120000000.0,929000000.0,-1147000000.0,5317000000.0,6698000000.0,3893000000.0,12879000000.0,Costco Wholesale Corporation,Consumer Defensive,Discount Stores
COST,2019-09-01,11679000000.0,6356000000.0,796000000.0,,15243000000.0,1061000000,15190000000.0,-15000000.0,972000000.0,398000000.0,1085000000.0,,1492000000.0,,5124000000.0,1060000000.0,147966000000,8384000000.0,,-2998000000.0,-1038000000.0,-1436000000.0,-519000000.0,322000000.0,4765000000,623000000.0,-9000000.0,28000000,-150000000,-2865000000.0,23237000000.0,,1111000000.0,,-4000000.0,4737000000,4737000000,53000000.0,4000000.0,-1436000000.0,45400000000.0,137000000.0,29816000000.0,11395000000.0,3659000000,14994000000.0,19817000000,,,3659000000,,1699000000.0,,,3704000000,132886000000,341000000.0,1535000000.0,20890000000.0,,152703000000,-536000000.0,23485000000.0,419000000.0,-1147000000.0,5452000000.0,6417000000.0,2329000000.0,10258000000.0,Costco Wholesale Corporation,Consumer Defensive,Discount Stores
COST,2018-09-02,11237000000.0,5774000000.0,534000000.0,,12799000000.0,1263000000,12799000000.0,-37000000.0,860000000.0,316000000.0,1314000000.0,,1437000000.0,,6487000000.0,1204000000.0,137096000000,6055000000.0,,-2969000000.0,-689000000.0,-1199000000.0,-545000000.0,1561000000.0,4442000000,421000000.0,-41000000.0,-38000000,-159000000,-2947000000.0,19926000000.0,,321000000.0,,4000000.0,4480000000,4480000000,,4000000.0,-1199000000.0,40830000000.0,18000000.0,27727000000.0,11040000000.0,3134000000,13876000000.0,18424000000,,,3134000000,,90000000.0,,,3179000000,123152000000,304000000.0,1669000000.0,19681000000.0,,141576000000,-1313000000.0,20289000000.0,-6000000.0,-1281000000.0,4548000000.0,6107000000.0,1509000000.0,7887000000.0,Costco Wholesale Corporation,Consumer Defensive,Discount Stores
CR,2021-12-31,246700000.0,498500000.0,-86100000.0,,1835100000.0,82900000,422600000.0,-12700000.0,802600000.0,,1013900000.0,41100000,119500000.0,,842400000.0,,2677700000,478600000.0,,-51700000.0,-100600000.0,,-96300000.0,0.0,477200000,29700000.0,,-25100000,-46900000,-300000.0,795200000.0,,338600000.0,,-2200000.0,502300000,502300000,1412500000.0,1835100000.0,,4486600000.0,30000000.0,2651500000.0,440900000.0,435400000,738800000.0,1241100000,,14200000.0,435400000,,,,,394300000,1938900000,,486100000.0,527300000.0,,3180000000,,1744200000.0,-375200000.0,-557900000.0,117800000.0,,-72400000.0,,Crane Co.,Industrials,Specialty Industrial Machinery
CR,2020-12-31,218400000.0,309500000.0,-38100000.0,,1528900000.0,43400000,-600400000.0,21600000.0,181300000.0,14900000.0,1071800000.0,41100000,127500000.0,,842900000.0,30000000.0,2615400000,551000000.0,,-34100000.0,-100400000.0,-1067000000.0,-70000000.0,-102600000.0,224500000,-1000000.0,-1300000.0,-97000000,-55300000,-229100000.0,1056600000.0,,40700000.0,,-2200000.0,321500000,321500000,1609000000.0,72400000.0,-466400000.0,4588900000.0,-30000000.0,3057800000.0,438200000.0,181000000,684700000.0,1006200000,138500000.0,5100000.0,181000000,,,,520300000.0,181100000,1930700000,2200000.0,513800000.0,704600000.0,,2936900000,35400000.0,1573700000.0,221700000.0,55100000.0,179000000.0,330700000.0,157100000.0,2192800000.0,Crane Co.,Industrials,Specialty Industrial Machinery
CR,2019-12-31,311100000.0,393900000.0,187100000.0,,1473700000.0,37100000,-503800000.0,2200000.0,217400000.0,35100000.0,1097200000.0,41100000,113500000.0,,842000000.0,,2814700000,393900000.0,,-68800000.0,-93200000.0,-1026500000.0,-79900000.0,-23400000.0,170700000,-36500000.0,-1300000.0,-297700000,-46800000,-221000000.0,916700000.0,,23700000.0,,-2200000.0,468400000,468400000,1472400000.0,72400000.0,-483700000.0,4423700000.0,1100000.0,2947400000.0,457300000.0,133300000,691700000.0,1179000000,3800000.0,2900000.0,133300000,18900000.0,,,505100000.0,133600000,2104100000,2600000.0,625000000.0,728900000.0,,3283100000,-8300000.0,1499900000.0,45600000.0,-124600000.0,177400000.0,315600000.0,50500000.0,2112200000.0,Crane Co.,Industrials,Specialty Industrial Machinery
CR,2018-12-31,329200000.0,413800000.0,-58100000.0,,1524200000.0,75900000,-361300000.0,-16400000.0,195200000.0,18800000.0,833100000.0,41100000,120000000.0,,942300000.0,,2846800000,343400000.0,,-108800000.0,-83500000.0,-923800000.0,-50100000.0,37000000.0,411400000,29500000.0,-5400000.0,-87300000,-50900000,-752300000.0,740200000.0,,21300000.0,,-2200000.0,498700000,498700000,1403700000.0,72400000.0,-447600000.0,4042700000.0,1100000.0,2515600000.0,411500000.0,335600000,690600000.0,1189300000,4800000.0,16100000.0,335600000,2904200000.0,6900000.0,,481800000.0,335500000,2156200000,2900000.0,586700000.0,599100000.0,,3345500000,-38800000.0,1362900000.0,115000000.0,-7900000.0,136000000.0,303500000.0,-362800000.0,2072100000.0,Crane Co.,Industrials,Specialty Industrial Machinery
CSCO,2021-07-31,2513000000.0,15454000000.0,1148000000.0,6549000000,41275000000.0,2671000000,-512000000.0,,12316000000.0,4360000000.0,20116000000.0,,1731000000.0,,9018000000.0,15343000000.0,36053000000,9175000000.0,849000000.0,-692000000.0,-6163000000.0,-417000000.0,-3513000000.0,1507000000.0,13262000000,1377000000.0,-1000000.0,-503000000,-434000000,-5285000000.0,26257000000.0,,2880000000.0,,-56000000.0,13765000000,13765000000,38168000000.0,42346000000.0,-417000000.0,97497000000.0,2473000000.0,56222000000.0,1559000000.0,10591000000,11365000000.0,31894000000,-107000000.0,643000000.0,10591000000,,2508000000.0,,3619000000.0,10591000000,17924000000,,10146000000.0,3433000000.0,,49818000000,-244000000.0,39112000000.0,-3005000000.0,-12039000000.0,17081000000.0,,-1870000000.0,-654000000.0,"Cisco Systems, Inc.",Technology,Communication Equipment
CSCO,2020-07-25,2359000000.0,15426000000.0,1594000000.0,6347000000,37920000000.0,2756000000,2538000000.0,,12355000000.0,3990000000.0,19363000000.0,,1700000000.0,,11578000000.0,17610000000.0,35179000000,11809000000.0,169000000.0,-770000000.0,-6016000000.0,-519000000.0,-3386000000.0,2152000000.0,13970000000,-889000000.0,51000000.0,-152000000,-585000000,3500000000.0,25331000000.0,,2343000000.0,,-10000000.0,14122000000,14122000000,33806000000.0,41202000000.0,-519000000.0,94853000000.0,4428000000.0,56933000000.0,1282000000.0,11214000000,11073000000.0,31683000000,-107000000.0,655000000.0,11214000000,,3005000000.0,,1576000000.0,11214000000,17618000000,,10523000000.0,3374000000.0,,49301000000,84000000.0,43573000000.0,-10190000000.0,-18886000000.0,16504000000.0,,40000000.0,-2763000000.0,"Cisco Systems, Inc.",Technology,Communication Equipment
CSCO,2019-07-27,2188000000.0,15831000000.0,1359000000.0,6577000000,33571000000.0,2950000000,-2159000000.0,,10244000000.0,4065000000.0,18035000000.0,,1774000000.0,,14475000000.0,21663000000.0,37342000000,11750000000.0,1275000000.0,-909000000.0,-5979000000.0,-792000000.0,-21579000000.0,1494000000.0,14571000000,-776000000.0,113000000.0,9000000,-859000000,14837000000.0,31712000000.0,,2373000000.0,,-12000000.0,14562000000,14562000000,33529000000.0,40266000000.0,-792000000.0,97793000000.0,17911000000.0,64222000000.0,1383000000.0,11621000000,11377000000.0,32666000000,-84000000.0,640000000.0,11621000000,,5999000000.0,,2201000000.0,11621000000,19238000000,,10586000000.0,2789000000.0,,51904000000,131000000.0,47755000000.0,-1084000000.0,-27889000000.0,16111000000.0,,2779000000.0,-5903000000.0,"Cisco Systems, Inc.",Technology,Communication Equipment
CSCO,2018-07-28,2063000000.0,13666000000.0,2251000000.0,6332000000,43204000000.0,12929000000,8946000000.0,,8587000000.0,3219000000.0,18152000000.0,,1961000000.0,,20393000000.0,37614000000.0,36495000000,8934000000.0,1096000000.0,-834000000.0,-5968000000.0,-849000000.0,-18250000000.0,1709000000.0,13039000000,30000000.0,-169000000.0,204000000,-943000000,15318000000.0,27035000000.0,,1440000000.0,,-19000000.0,12835000000,12835000000,31706000000.0,42820000000.0,-849000000.0,108784000000.0,19091000000.0,65580000000.0,1846000000.0,110000000,11345000000.0,30733000000,-269000000.0,623000000.0,110000000,,5248000000.0,,2552000000.0,110000000,18597000000,,12003000000.0,3006000000.0,,49330000000,-244000000.0,61837000000.0,-8000000000.0,-31764000000.0,16738000000.0,,-2780000000.0,1233000000.0,"Cisco Systems, Inc.",Technology,Communication Equipment
CTAS,2021-05-31,230786000.0,1360740000.0,52877000.0,,3687847000.0,176781000,279358000.0,4581000.0,560255000.0,,779717000.0,,282551000.0,,1704400000.0,,5725734000,493640000.0,22500000.0,-143470000.0,-451327000.0,-5705370000.0,-554121000.0,-2604000.0,1287749000,4434000.0,-4377000.0,-102857000,-98210000,-137215000.0,1934085000.0,,79400000.0,,-11113000.0,1390606000,1390606000,2913069000.0,1417343000.0,30888000.0,8236823000.0,-4299000.0,4548976000.0,1291901000.0,1103345000,1924045000.0,3314651000,-32576000.0,129957000.0,1110968000,,899070000.0,,495420000.0,1110968000,3801689000,,923992000.0,1402270000.0,227139000.0,7116340000,-111160000.0,2843309000.0,,-879868000.0,79135000.0,98859000.0,348238000.0,7877015000.0,Cintas Corporation,Industrials,Specialty Business Services
CTAS,2020-05-31,230995000.0,1291483000.0,108403000.0,,3235202000.0,181931000,-230220000.0,-2121000.0,450932000.0,,721402000.0,-323000.0,279753000.0,,2705391000.0,,5913204000,145402000.0,22100000.0,-230289000.0,-267956000.0,-5335517000.0,-464518000.0,2629000.0,1058291000,-86818000.0,-752000.0,-113625000,-105393000,-285398000.0,885195000.0,,76200000.0,,-4658000.0,1171916000,1171916000,2870020000.0,1102689000.0,-153380000.0,7669885000.0,-10031000.0,4434683000.0,1179309000.0,867879000,2061832000.0,3233748000,39681000.0,90519000.0,876037000,,,,595402000.0,876360000,3851372000,,870369000.0,1421732000.0,227059000.0,7085120000,-62000000.0,2309699000.0,-312500000.0,-955207000.0,27099000.0,171521000.0,48757000.0,7296509000.0,Cintas Corporation,Industrials,Specialty Business Services
CTAS,2019-05-31,226020000.0,1067862000.0,98345000.0,,3002721000.0,219764000,-485399000.0,-998000.0,409077000.0,,732308000.0,2346000.0,267393000.0,,2573900000.0,,5744359000,96645000.0,21800000.0,-276719000.0,-220764000.0,-4756771000.0,-1016300000.0,12276000.0,1102399000,-54534000.0,-14112000.0,-45545000,-101736000,-235638000.0,1127733000.0,,69600000.0,,-7807000.0,1147944000,1147944000,2842441000.0,840328000.0,-39152000.0,7436662000.0,55501000.0,4433941000.0,1118722000.0,875413000,1980644000.0,3128588000,-94918000.0,65371000.0,884981000,,312264000.0,,645679000.0,882635000,3763715000,,917595000.0,1281385000.0,205954000.0,6892303000,-150267000.0,2236280000.0,312500000.0,-873305000.0,,227928000.0,-42079000.0,6691236000.0,Cintas Corporation,Industrials,Specialty Business Services
CTAS,2018-05-31,215074000.0,964160000.0,-102860000.0,,3016526000.0,57069000,-542963000.0,5136000.0,181463000.0,,630522000.0,58654000.0,256616000.0,,2535309000.0,,5484901000,138724000.0,21600000.0,-271699000.0,-175589000.0,-3684976000.0,-127319000.0,35275000.0,841001000,17550000.0,-2580000.0,-150730000,-110175000,-135698000.0,775857000.0,,,,1363000.0,991731000,991731000,2846888000.0,618464000.0,16343000.0,6958214000.0,26149000.0,3941688000.0,982608000.0,830792000,1916792000.0,2908523000,-66267000.0,41848000.0,842586000,,,,712601000.0,783932000,3568109000,,824217000.0,1217730000.0,,6476632000,-67622000.0,1977932000.0,-600500000.0,-864140000.0,8148000.0,245211000.0,-30542000.0,5837827000.0,Cintas Corporation,Industrials,Specialty Business Services
CTVA,2020-12-31,3615000000.0,2064000000.0,-153000000.0,1142000000,24824000000.0,-81000000,3808000000.0,7000000.0,1882000000.0,464000000.0,7545000000.0,-55000000,1177000000.0,,1098000000.0,269000000.0,13006000000,3526000000.0,66000000.0,-475000000.0,-388000000.0,-2890000000.0,-275000000.0,-118000000.0,675000000,186000000.0,-88000000.0,-536000000,-45000000,-674000000.0,8548000000.0,,717000000.0,,-7000000.0,1211000000,1211000000,10269000000.0,7000000.0,-2890000000.0,42649000000.0,-275000000.0,17586000000.0,4882000000.0,681000000,2675000000.0,5710000000,187000000.0,56000000.0,681000000,,1000000.0,,10747000000.0,756000000,8507000000,239000000.0,4948000000.0,4917000000.0,,14217000000,104000000.0,14768000000.0,998000000.0,303000000.0,2980000000.0,27707000000.0,1700000000.0,,"Corteva, Inc.",Basic Materials,Agricultural Inputs
CTVA,2019-12-31,3702000000.0,1070000000.0,1585000000.0,1147000000,24309000000.0,-46000000,2656000000.0,-88000000.0,2058000000.0,287000000.0,9063000000.0,-671000000,1000000000.0,,110000000.0,5000000.0,12799000000,1764000000.0,66000000.0,-1163000000.0,-194000000.0,-3270000000.0,-25000000.0,149000000.0,-316000000,-418000000.0,4914000000.0,-1363000000,-136000000,-904000000.0,8238000000.0,,1170000000.0,,-13000000.0,1047000000,1047000000,10229000000.0,7000000.0,-3270000000.0,42397000000.0,33000000.0,17842000000.0,5032000000.0,-959000000,2874000000.0,5543000000,-361000000.0,47000000.0,-959000000,,1000000.0,,11424000000.0,-270000000,8303000000,246000000.0,5548000000.0,5101000000.0,,13846000000,74000000.0,13519000000.0,-7671000000.0,-2929000000.0,2825000000.0,27997000000.0,-2851000000.0,-425000000.0,"Corteva, Inc.",Basic Materials,Agricultural Inputs
CTVA,2018-12-31,3798000000.0,483000000.0,7581000000.0,1355000000,74660000000.0,-31000000,52412000000.0,-244000000.0,58781000000.0,304000000.0,14436000000.0,1748000000,909000000.0,,5717000000.0,5000000.0,12906000000,2270000000.0,138000000.0,-1501000000.0,-194000000.0,74660000000.0,-25000000.0,642000000.0,-6806000000,-1564000000.0,2091000000.0,-8187000000,-337000000,-505000000.0,13310000000.0,,10109000000.0,,-3000000.0,1381000000,1381000000,10193000000.0,7000000.0,74660000000.0,108683000000.0,930000000.0,33530000000.0,5310000000.0,-5065000000,2766000000.0,5893000000,-1522000000.0,85000000.0,-5065000000,,263000000.0,,12055000000.0,-6775000000,8394000000,493000000.0,5278000000.0,4544000000.0,,14287000000,-498000000.0,22972000000.0,-4800000000.0,-2624000000.0,5568000000.0,25965000000.0,-2890000000.0,-1000000.0,"Corteva, Inc.",Basic Materials,Agricultural Inputs
